!! This surface is a combination of the following surfaces:
!! methanol-attack/methanol-attack.txt
!! acetyl-leaving/acetyl-leaving.txt
!! This surface is based upon a LD surface
!! Variables are -
!! Xvar Yvar GasSCF dGasSCF DeltaG dDeltaG DeltaGld dDeltaGld sum sumld surface
3.40 3.10 -1513.419655 137.90 -401.91 -105.46 -430.36 -116.21 34.84 24.09 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.15 -1513.419381 138.07 -400.90 -104.45 -429.39 -115.24 36.02 25.23 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.20 -1513.419179 138.20 -400.19 -103.74 -428.48 -114.33 36.86 26.27 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.25 -1513.419062 138.27 -399.24 -102.79 -427.22 -113.07 37.88 27.60 !! acetyl-leaving/acetyl-leaving.txt
3.40 3.30 -1513.419078 138.26 -398.32 -101.87 -426.05 -111.90 38.79 28.76 !! acetyl-leaving/acetyl-leaving.txt

3.45 1.80 -1513.437729 126.56 -437.43 -140.98 -459.44 -145.29 -12.02 -16.33 !! acetyl-leaving/acetyl-leaving.txt
3.45 1.85 -1513.442958 123.28 -435.46 -139.01 -458.11 -143.96 -13.33 -18.28 !! acetyl-leaving/acetyl-leaving.txt
3.45 1.90 -1513.446355 121.15 -433.58 -137.13 -456.34 -142.19 -13.58 -18.64 !! acetyl-leaving/acetyl-leaving.txt
3.45 1.95 -1513.448319 119.92 -431.79 -135.34 -455.31 -141.16 -13.02 -18.84 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.00 -1513.449168 119.38 -430.10 -133.65 -453.92 -139.77 -11.87 -17.99 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.05 -1513.449161 119.39 -428.47 -132.02 -452.75 -138.60 -10.23 -16.81 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.10 -1513.448520 119.79 -426.91 -130.46 -452.10 -137.95 -8.27 -15.76 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.15 -1513.447398 120.49 -425.38 -128.93 -451.06 -136.91 -6.04 -14.02 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.20 -1513.445935 121.41 -423.91 -127.46 -450.10 -135.95 -3.65 -12.14 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.25 -1513.444239 122.48 -422.46 -126.01 -449.01 -134.86 -1.13 -9.98 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.30 -1513.442396 123.63 -421.02 -124.57 -447.99 -133.84 1.46 -7.81 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.35 -1513.440473 124.84 -419.65 -123.20 -446.78 -132.63 4.04 -5.39 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.40 -1513.438526 126.06 -418.25 -121.80 -445.65 -131.50 6.66 -3.04 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.45 -1513.436594 127.27 -416.88 -120.43 -444.49 -130.34 9.24 -0.67 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.50 -1513.434711 128.45 -415.50 -119.05 -443.09 -128.94 11.80 1.91 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.55 -1513.432903 129.59 -414.15 -117.70 -442.23 -128.08 14.29 3.91 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.60 -1513.431187 130.67 -412.81 -116.36 -441.28 -127.13 16.71 5.94 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.65 -1513.429578 131.68 -411.53 -115.08 -439.87 -125.72 19.00 8.36 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.70 -1513.428084 132.61 -410.29 -113.84 -438.69 -124.54 21.17 10.47 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.75 -1513.426714 133.47 -409.04 -112.59 -437.77 -123.62 23.28 12.25 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.80 -1513.425473 134.25 -407.84 -111.39 -436.88 -122.73 25.26 13.92 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.85 -1513.424363 134.95 -406.70 -110.25 -436.03 -121.88 27.10 15.47 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.90 -1513.423384 135.56 -405.55 -109.10 -434.87 -120.72 28.86 17.24 !! acetyl-leaving/acetyl-leaving.txt
3.45 2.95 -1513.422536 136.09 -404.49 -108.04 -433.67 -119.52 30.45 18.97 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.00 -1513.421821 136.54 -403.22 -106.77 -432.79 -118.64 32.17 20.30 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.05 -1513.421230 136.91 -402.44 -105.99 -431.65 -117.50 33.32 21.81 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.10 -1513.420761 137.21 -401.32 -104.87 -430.50 -116.35 34.74 23.26 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.15 -1513.420423 137.42 -400.18 -103.73 -429.37 -115.22 36.09 24.60 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.20 -1513.420193 137.56 -399.43 -102.98 -427.96 -113.81 36.98 26.15 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.25 -1513.420073 137.64 -398.57 -102.12 -426.52 -112.37 37.92 27.67 !! acetyl-leaving/acetyl-leaving.txt
3.45 3.30 -1513.420057 137.65 -397.84 -101.39 -425.43 -111.28 38.66 28.77 !! acetyl-leaving/acetyl-leaving.txt

3.50 1.80 -1513.439317 125.56 -436.79 -140.34 -459.17 -145.02 -12.38 -17.06 !! acetyl-leaving/acetyl-leaving.txt
3.50 1.85 -1513.444535 122.29 -434.81 -138.36 -457.62 -143.47 -13.67 -18.78 !! acetyl-leaving/acetyl-leaving.txt
3.50 1.90 -1513.447920 120.17 -432.92 -136.47 -456.29 -142.14 -13.90 -19.57 !! acetyl-leaving/acetyl-leaving.txt
3.50 1.95 -1513.449873 118.94 -431.17 -134.72 -455.11 -140.96 -13.38 -19.62 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.00 -1513.450711 118.41 -429.45 -133.00 -453.90 -139.75 -12.19 -18.94 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.05 -1513.450692 118.43 -427.81 -131.36 -452.56 -138.41 -10.53 -17.58 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.10 -1513.450028 118.84 -426.25 -129.80 -451.54 -137.39 -8.56 -16.15 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.15 -1513.448883 119.56 -424.73 -128.28 -450.34 -136.19 -6.32 -14.23 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.20 -1513.447417 120.48 -423.26 -126.81 -449.52 -135.37 -3.93 -12.49 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.25 -1513.445705 121.56 -421.82 -125.37 -448.41 -134.26 -1.41 -10.30 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.30 -1513.443841 122.73 -420.43 -123.98 -447.11 -132.96 1.15 -7.83 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.35 -1513.441905 123.94 -419.02 -122.57 -446.25 -132.10 3.77 -5.76 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.40 -1513.439940 125.17 -417.64 -121.19 -445.12 -130.97 6.38 -3.40 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.45 -1513.437982 126.40 -416.39 -119.94 -443.63 -129.48 8.86 -0.68 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.50 -1513.436090 127.59 -414.90 -118.45 -442.63 -128.48 11.54 1.51 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.55 -1513.434264 128.74 -413.57 -117.12 -441.66 -127.51 14.02 3.63 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.60 -1513.432528 129.82 -412.27 -115.82 -440.69 -126.54 16.40 5.68 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.65 -1513.430899 130.85 -411.01 -114.56 -439.44 -125.29 18.69 7.96 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.70 -1513.429385 131.80 -409.77 -113.32 -438.48 -124.33 20.88 9.87 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.75 -1513.427995 132.67 -408.55 -112.10 -437.38 -123.23 22.97 11.84 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.80 -1513.426733 133.46 -407.40 -110.95 -436.50 -122.35 24.91 13.51 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.85 -1513.425603 134.17 -406.24 -109.79 -435.33 -121.18 26.78 15.39 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.90 -1513.424605 134.80 -405.11 -108.66 -434.34 -120.19 28.54 17.01 !! acetyl-leaving/acetyl-leaving.txt
3.50 2.95 -1513.423737 135.34 -404.03 -107.58 -433.12 -118.97 30.16 18.77 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.00 -1513.422997 135.81 -403.13 -106.68 -431.86 -117.71 31.53 20.50 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.05 -1513.422384 136.19 -402.53 -106.08 -430.76 -116.61 32.51 21.98 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.10 -1513.421894 136.50 -400.98 -104.53 -429.88 -115.73 34.37 23.17 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.15 -1513.421523 136.73 -400.16 -103.71 -428.70 -114.55 35.42 24.58 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.20 -1513.421266 136.89 -399.52 -103.07 -427.62 -113.47 36.22 25.82 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.25 -1513.421116 136.99 -398.89 -102.44 -426.54 -112.39 36.95 27.00 !! acetyl-leaving/acetyl-leaving.txt
3.50 3.30 -1513.421068 137.02 -397.55 -101.10 -424.99 -110.84 38.32 28.58 !! acetyl-leaving/acetyl-leaving.txt

